open_porch_sf,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config
20,491.0,10197,5,RL,Inside
0,0.0,8160,5,RL,Inside
238,0.0,11426,1,RM,Inside
0,180.0,11344,4,RL,Inside
60,0.0,11002,6,RL,Inside
34,442.0,12137,1,RL,CulDSac
312,0.0,21384,6,RL,Inside
0,0.0,8926,1,RL,Corner
36,0.0,8702,4,RL,Inside
46,0.0,12354,1,RL,Corner
28,256.0,6289,5,RL,Inside
0,0.0,10791,0,RL,Inside
0,0.0,10429,5,RL,Inside
0,0.0,7438,1,RL,Inside
191,302.0,11670,1,RL,Corner
0,0.0,10800,3,RL,Inside
68,122.0,11920,1,RL,Inside
0,0.0,9450,2,RL,Inside
66,144.0,9129,6,RL,Inside
0,0.0,13680,0,RL,CulDSac
40,0.0,9600,1,RL,Inside
86,579.0,14720,6,RL,CulDSac
96,120.0,8750,6,RL,Inside
0,0.0,7130,4,RL,Inside
50,0.0,9350,4,RL,Inside
204,289.0,8963,6,RL,Inside
0,0.0,9780,1,RL,Inside
0,0.0,5805,4,RM,Inside
0,56.0,8243,5,RL,CulDSac
282,424.0,12227,5,RL,Corner
26,106.0,9248,6,RL,Inside
0,0.0,20270,6,RL,CulDSac
0,180.0,7200,6,RM,Inside
184,220.0,9965,6,RL,Inside
30,60.0,16012,3,RL,Inside
0,0.0,8445,6,RL,Corner
150,72.0,9612,1,RL,Inside
48,0.0,10180,3,RL,Corner
24,88.0,7584,2,RL,Inside
50,0.0,4800,1,RM,Inside
0,387.0,11900,3,RL,Corner
10,1600.0,7399,4,FV,Inside
0,200.0,8940,6,RM,Corner
0,0.0,12243,5,RL,Inside
190,418.0,12878,5,RL,Corner
44,0.0,12460,6,RL,FR2
28,0.0,6563,6,RL,CulDSac
0,0.0,9492,3,RL,Inside
0,1047.0,13400,5,RL,Inside
0,0.0,10410,1,RL,Inside
142,0.0,14333,6,RL,Corner
146,652.0,20693,3,RL,Corner
102,100.0,10800,6,FV,Inside
21,0.0,10800,5,RL,Inside
0,0.0,7200,2,RL,Inside
105,0.0,8581,1,RL,Inside
120,0.0,10625,6,FV,Inside
46,0.0,8068,1,RL,Inside
0,0.0,8917,1,RL,Inside
0,504.0,1680,4,RM,Inside
0,0.0,25000,1,RL,Inside
63,0.0,15863,6,RL,Corner
0,365.0,11700,5,RL,Inside
48,0.0,8010,6,FV,Inside
62,166.0,5001,6,RL,Inside
36,163.0,3136,1,RL,Corner
0,0.0,6120,1,RM,Inside
52,0.0,11479,6,RL,Inside
0,0.0,9457,5,RL,Inside
0,0.0,11340,1,RM,Corner
0,0.0,7200,1,RL,Corner
12,46.0,8471,5,RL,Corner
0,143.0,10454,3,RL,Corner
0,0.0,1484,3,RM,Inside
36,240.0,6904,5,RL,Inside
0,0.0,14191,1,RL,Inside
36,0.0,9531,6,RL,CulDSac
16,0.0,6171,4,RL,Inside
78,0.0,9991,4,RL,Corner
0,0.0,9084,2,RL,Inside
0,360.0,2280,5,FV,Inside
0,0.0,10411,1,FV,Corner
0,203.0,8500,3,RL,Inside
42,0.0,17541,4,RL,Corner
50,322.0,9545,6,RL,Corner
44,0.0,14000,6,RL,Inside
0,82.0,10500,5,RL,FR2
0,0.0,13050,3,RL,Inside
0,0.0,1782,6,RM,Inside
68,0.0,10943,6,RH,FR2
0,0.0,4330,3,RM,Inside
0,0.0,11660,1,RL,Inside
166,0.0,3180,1,FV,Inside
0,170.0,4435,6,RM,Inside
0,0.0,7689,6,RL,Inside
136,0.0,8286,3,RL,Corner
128,0.0,10690,3,RM,Inside
51,0.0,7795,6,RL,Inside
36,240.0,7052,6,RL,Inside
0,0.0,9308,3,RL,CulDSac
0,0.0,8125,4,RL,Inside
164,165.0,8035,6,RL,Inside
0,0.0,7937,6,RL,CulDSac
0,0.0,9600,4,RL,Inside
35,94.0,6955,1,RL,Inside
0,0.0,21370,0,RL,FR2
67,0.0,10126,6,RM,Corner
0,0.0,2364,5,RL,Inside
158,0.0,3600,1,RM,Inside
140,0.0,8741,2,RL,Inside
96,0.0,5436,4,RM,Inside
0,50.0,14149,2,RL,Inside
0,0.0,5000,1,RM,Corner
166,216.0,2544,6,FV,Inside
24,0.0,5000,5,RM,Corner
0,0.0,12493,5,RL,Inside
60,112.0,10368,5,RL,CulDSac
0,300.0,6360,3,RM,Corner
244,0.0,10357,6,RL,Corner
0,31.0,9819,4,RL,Inside
0,0.0,7936,4,RL,Inside
68,0.0,8773,6,RH,FR2
0,30.0,11235,4,RL,Inside
0,0.0,12886,5,RL,Inside
39,160.0,14892,6,RL,CulDSac
10,0.0,6240,2,RM,Inside
24,0.0,11645,6,RL,Inside
63,304.0,14977,6,RL,Inside
0,0.0,9100,1,RL,Inside
0,168.0,8400,4,RL,Inside
0,0.0,7420,3,RL,Inside
0,0.0,9525,2,RL,Inside
0,0.0,7425,1,RM,Corner
0,0.0,7990,1,RL,Inside
0,0.0,1300,5,RM,Inside
241,0.0,3606,6,FV,Inside
0,0.0,8978,1,RL,Corner
0,0.0,9079,4,RL,Inside
36,0.0,1700,6,RL,Inside
0,0.0,9571,1,RL,Inside
40,251.0,9938,6,RL,Inside
0,0.0,9000,4,C (all),Inside
0,0.0,12395,5,RL,Corner
0,0.0,9638,5,RL,CulDSac
32,132.0,13418,1,RL,Inside
144,0.0,17597,6,RL,Inside
240,300.0,8872,5,RL,Corner
0,0.0,3982,6,RL,Inside
50,0.0,7134,5,RL,Inside
0,456.0,2117,6,FV,Inside
120,0.0,5500,6,RL,Inside
0,188.0,11553,4,RL,Inside
0,0.0,7150,3,RL,Inside
0,0.0,6285,2,RL,Inside
96,0.0,7500,6,FV,Inside
0,80.0,2001,1,RM,Inside
108,144.0,19508,5,RL,Inside
0,200.0,7176,6,RL,CulDSac
33,306.0,10652,1,RL,Inside
0,0.0,11235,5,RL,Corner
0,0.0,10265,5,RL,Inside
55,0.0,14541,6,RL,Corner
75,379.0,10184,5,RL,Inside
76,528.0,46589,6,RL,CulDSac
210,0.0,10625,1,FV,Inside
56,278.0,5911,6,RL,Inside
0,226.0,8987,1,RL,Inside
0,0.0,17871,1,RL,Inside
0,0.0,11500,4,RL,Inside
98,513.0,12257,2,RL,Inside
92,526.0,9044,6,RL,Inside
0,504.0,1680,4,RM,Inside
73,148.0,9468,6,RL,CulDSac
0,84.0,9373,3,RL,Corner
35,0.0,7000,6,FV,Inside
39,0.0,10186,6,RL,Inside
93,0.0,11664,6,RL,Corner
21,0.0,10768,5,RL,Corner
86,194.0,10530,6,RL,Inside
60,27.0,14859,1,RL,CulDSac
32,0.0,10481,1,RL,Inside
92,0.0,9350,5,RL,Inside
28,86.0,6718,6,RL,Inside
0,23.0,11855,6,RL,Inside
48,0.0,12394,1,RL,Corner
0,0.0,7000,5,RM,Corner
45,284.0,10367,6,RL,Inside
85,0.0,15240,6,RL,FR2
72,0.0,50271,6,RL,Inside
42,176.0,13600,4,RL,Inside
61,24.0,6762,6,RL,Inside
60,106.0,8500,1,RL,FR2
0,0.0,8877,2,RL,Inside
0,0.0,15611,5,RL,Corner
0,0.0,13300,3,RL,Inside
0,84.0,6500,4,RL,Inside
0,0.0,9525,3,RL,Inside
0,0.0,6993,4,RL,Inside
128,673.0,9430,6,RL,Inside
65,220.0,11029,4,RL,Corner
180,402.0,14311,6,RL,FR3
102,0.0,3604,1,FV,Corner
0,0.0,10320,2,RM,Inside
68,28.0,10603,5,RL,Inside
0,340.0,4084,6,RL,Inside
0,192.0,7943,3,RL,Inside
0,120.0,6930,4,RL,Inside
0,279.0,7200,1,RM,Inside
0,734.0,16052,6,RL,CulDSac
0,60.0,7150,2,RL,Inside
192,0.0,5350,4,RM,Corner
0,0.0,5400,1,RL,Corner
0,450.0,9535,4,RL,Inside
32,170.0,7441,1,RL,Inside
40,0.0,15400,1,RL,Inside
0,0.0,10544,4,RL,Inside
0,60.0,10936,1,RL,Corner
40,44.0,11316,6,RL,Corner
60,0.0,8640,6,FV,Inside
123,650.0,12090,1,RL,Corner
0,23.0,7939,6,RL,Inside
0,108.0,9350,2,RL,Inside
0,0.0,7750,6,RL,Inside
0,176.0,13001,5,RL,Inside
112,242.0,13607,5,RL,Inside
0,170.0,4435,6,RM,Inside
53,174.0,3843,6,RM,Inside
73,0.0,5950,6,RL,Inside
0,0.0,12400,4,RL,Inside
0,0.0,10425,3,RL,Inside
0,76.0,16269,6,RL,CulDSac
70,120.0,8998,6,RL,Inside
120,256.0,10400,1,RL,Inside
39,0.0,10134,1,RL,Inside
0,0.0,7007,0,RL,Inside
98,76.0,11645,6,RL,Inside
0,0.0,8250,5,RL,Corner
0,28.0,11027,4,RL,Inside
98,450.0,12350,6,RL,Inside
102,0.0,18275,5,RL,Inside
46,336.0,9206,1,RL,Inside
38,176.0,6240,6,RL,Inside
0,0.0,9656,1,RM,Inside
21,38.0,7875,1,RL,Inside
154,370.0,16259,1,RL,Corner
0,75.0,6173,6,RL,Inside
0,128.0,12890,1,RL,Inside
256,0.0,10440,1,FV,Corner
0,0.0,9532,4,RL,Inside
16,72.0,3922,1,RL,Inside
0,0.0,8730,1,RL,Inside
0,0.0,6060,5,C (all),Inside
98,315.0,14450,1,RL,Inside
0,0.0,5400,1,RM,Inside
45,410.0,10000,1,RL,Inside
0,54.0,10007,5,RL,Inside
0,0.0,7830,2,RM,Inside
146,434.0,11727,1,RL,Corner
0,0.0,10320,3,RM,Inside
0,63.0,10482,6,RL,Inside
116,724.0,15274,6,RL,Corner
0,0.0,8800,2,RL,Inside
84,0.0,10000,1,RL,Corner
0,196.0,10140,5,RL,Inside
17,0.0,14054,1,RL,Inside
104,0.0,11218,1,RL,Inside
88,143.0,8856,5,RL,Inside
0,47.0,7800,4,RL,Inside
30,0.0,7200,5,RM,Inside
30,44.0,10680,2,RL,Inside
82,0.0,9535,6,RL,Inside
66,0.0,6858,1,RL,Corner
0,0.0,8100,5,RL,Inside
0,176.0,9216,5,RL,Inside
0,0.0,9100,1,RM,Inside
68,95.0,12774,1,RL,FR2
12,0.0,6000,4,RM,Inside
40,0.0,10364,1,RL,Inside
0,0.0,6000,2,RM,Inside
312,0.0,10530,5,RL,Corner
0,0.0,9525,1,RL,Inside
130,0.0,8880,6,RL,Inside
0,0.0,8410,5,RL,Corner
58,0.0,4385,6,FV,Inside
67,760.0,12919,6,RL,Inside
0,0.0,12464,6,RL,Corner
82,0.0,5005,5,RL,Inside
151,344.0,9591,1,RL,Inside
0,0.0,6960,5,RL,Inside
0,0.0,9825,3,RL,Inside
89,0.0,14175,6,RL,Inside
0,0.0,7400,2,RL,Corner
0,0.0,10738,5,RL,Corner
45,0.0,8366,1,RL,Inside
0,0.0,9842,0,RL,FR2
0,0.0,7200,5,RL,Inside
0,0.0,10230,1,RL,Inside
0,1.0,8626,0,RM,Inside
0,216.0,8834,6,RL,Inside
0,0.0,8544,0,RL,Inside
88,158.0,9179,6,RL,Inside
0,0.0,11526,1,RL,Inside
113,0.0,5684,1,RM,Inside
122,108.0,11885,6,RL,Inside
0,0.0,9600,3,RL,Inside
86,738.0,17242,3,RL,Inside
0,132.0,10215,5,RL,Inside
0,0.0,8550,1,RL,Inside
265,113.0,18450,2,RL,Inside
0,72.0,14778,4,RL,CulDSac
166,0.0,3180,6,FV,Inside
0,0.0,3068,1,RM,Inside
78,860.0,13518,1,RL,Inside
0,0.0,33120,1,RM,Inside
96,128.0,13142,6,RL,Corner
185,42.0,11362,6,RL,Inside
28,504.0,10845,6,RL,Corner
0,218.0,9760,4,RL,Inside
0,0.0,3960,1,RM,Inside
33,0.0,9100,6,RL,Inside
22,203.0,9600,3,RL,Inside
0,0.0,9764,4,RL,FR2
154,0.0,12778,6,RL,Inside
0,0.0,8172,5,RL,Inside
33,32.0,9037,6,RL,Inside
141,0.0,6292,3,RL,Inside
176,157.0,11900,5,RL,Inside
0,0.0,7945,5,RL,Inside
368,0.0,16659,1,RL,Corner
113,0.0,9340,3,RL,Inside
42,302.0,11454,6,RL,Corner
0,0.0,8480,4,RL,Corner
0,0.0,6305,5,RL,Inside
104,120.0,9709,6,RL,Inside
0,0.0,10930,4,RL,Inside
0,0.0,50102,4,RL,Inside
24,108.0,8899,6,RL,Inside
38,0.0,10237,1,RL,Inside
0,289.0,9736,4,RL,Inside
0,0.0,2364,5,RL,Inside
0,0.0,7892,1,RL,Inside
197,0.0,12350,6,RL,Inside
40,0.0,7917,1,RL,Inside
0,0.0,7200,1,RL,Inside
0,0.0,12155,2,RL,Inside
208,692.0,11025,6,RL,Inside
0,0.0,7832,6,RL,Inside
132,456.0,19378,6,RL,Corner
17,0.0,9830,5,RL,Corner
144,432.0,4403,6,FV,Inside
56,0.0,8174,6,RL,Inside
0,294.0,7200,4,RM,Corner
168,288.0,7590,5,RL,Inside
54,0.0,8795,6,RL,Inside
53,186.0,3843,6,RM,Inside
0,0.0,11075,5,RL,Inside
45,0.0,10142,6,RL,Inside
0,0.0,7741,4,RM,Inside
49,119.0,8139,5,RL,Inside
0,0.0,8982,5,RL,CulDSac
0,0.0,6120,1,RM,Inside
0,0.0,16561,5,RL,Inside
0,0.0,2308,5,RL,FR2
0,0.0,6240,1,RM,Inside
0,0.0,8789,3,RL,Inside
53,186.0,5587,6,RM,Inside
60,0.0,9042,6,RL,Inside
0,0.0,8923,6,RL,Inside
0,182.0,12518,5,RL,Inside
36,0.0,11069,1,RL,Corner
0,306.0,8800,5,RL,Inside
40,186.0,13262,1,RL,Inside
0,600.0,7758,2,RM,Corner
48,108.0,12118,1,RL,CulDSac
0,176.0,9600,4,RL,Inside
52,272.0,9500,3,RL,Corner
60,0.0,7175,1,RL,Inside
144,0.0,11200,1,RL,CulDSac
45,375.0,14226,1,RL,Corner
0,514.0,2760,1,RM,Inside
70,0.0,11050,6,RL,Inside
171,0.0,7200,2,RL,Inside
45,0.0,12420,6,RL,Inside
0,0.0,6120,1,RM,Inside
0,0.0,7111,2,RL,Inside
0,100.0,19255,3,RL,Inside
0,0.0,8120,5,RL,Inside
0,0.0,11952,1,RL,Inside
16,16.0,3182,1,RL,Inside
0,0.0,9842,1,RL,Inside
0,180.0,11341,5,RL,Inside
0,0.0,12436,1,RL,Inside
36,0.0,12192,6,RL,Inside
53,186.0,3842,6,RM,Inside
0,108.0,13101,2,RL,Inside
72,110.0,9808,6,RL,Inside
0,0.0,8145,2,RL,Corner
84,158.0,17227,6,RL,CulDSac
123,0.0,5280,1,C (all),Corner
0,0.0,11792,1,RL,Inside
60,0.0,3876,6,RL,Inside
170,424.0,13891,1,RL,Inside
120,0.0,6000,4,RM,Inside
0,198.0,8240,1,RL,Inside
62,292.0,10625,6,RL,Inside
84,318.0,9247,3,RL,Inside
91,0.0,10628,1,RL,Corner
44,0.0,11000,2,RL,Corner
0,0.0,9399,1,RL,Inside
0,0.0,7200,1,RM,Inside
29,183.0,10264,5,RL,Inside
127,112.0,13215,6,RL,Corner
28,248.0,10530,5,RL,Inside
176,0.0,6000,5,RM,Inside
91,0.0,7703,6,RL,Inside
54,0.0,4251,1,FV,Inside
245,232.0,12128,5,RL,Inside
20,18.0,3072,6,RM,Inside
55,128.0,14364,6,RL,Inside
0,0.0,8680,1,RL,Inside
0,0.0,9600,4,RL,Inside
36,402.0,11778,6,RL,Inside
55,118.0,11024,1,RL,Corner
40,0.0,8970,5,RL,Corner
0,0.0,10800,1,RL,Inside
50,0.0,4835,6,FV,CulDSac
16,16.0,3710,1,RL,Inside
0,0.0,6120,4,RM,Corner
100,360.0,9600,1,RL,FR2
45,0.0,14145,5,RL,Corner
38,210.0,9926,6,RL,Inside
0,0.0,8012,1,RL,Inside
52,178.0,10240,1,RL,Inside
0,344.0,10762,6,RL,CulDSac
0,0.0,8000,6,RL,Inside
0,381.0,1680,1,RM,Inside
84,772.0,13693,1,RL,Inside
120,292.0,10625,1,FV,Inside
32,0.0,7200,4,RL,Corner
0,0.0,1612,1,RM,Inside
105,0.0,10207,1,FV,Inside
33,72.0,10475,1,RL,Corner
0,0.0,10625,5,RL,Corner
231,0.0,53107,6,RL,Corner
25,0.0,5680,1,RM,Inside
0,176.0,12400,3,RL,Inside
0,0.0,6768,6,RL,Inside
0,0.0,6000,1,RM,Inside
0,0.0,12508,5,RL,Inside
75,0.0,7415,6,RL,Inside
65,309.0,11762,6,RL,Inside
0,0.0,8767,6,RL,Inside
36,0.0,8190,3,RL,Inside
140,238.0,7500,6,FV,Inside
54,0.0,70761,5,RL,Inside
120,36.0,3784,6,FV,Inside
110,0.0,4224,6,RM,Inside
0,0.0,9245,6,RL,Inside
150,178.0,14781,1,RL,CulDSac
0,0.0,8544,0,RL,Corner
0,0.0,7440,4,RL,Inside
0,0.0,7404,1,RM,Corner
0,203.0,4853,3,RL,Inside
56,338.0,10593,6,RL,Inside
72,306.0,12090,5,RL,Inside
90,442.0,11677,3,RL,Inside
153,295.0,11000,1,RL,FR2
0,0.0,8000,5,RL,Inside
24,0.0,8029,1,RL,Inside
99,70.0,13495,4,RL,Corner
0,0.0,9738,4,RL,Inside
85,0.0,9272,6,RL,Inside
39,394.0,7841,6,RL,Inside
72,22.0,8530,1,RL,Inside
84,0.0,13041,1,RL,Inside
266,0.0,43500,0,RL,Inside
20,0.0,6240,3,RM,Inside
0,0.0,13015,1,RL,Corner
0,0.0,9297,5,RL,Inside
38,0.0,8773,1,RL,Inside
64,0.0,8536,1,RL,Corner
158,0.0,4282,6,FV,Inside
48,0.0,8740,6,RL,Inside
24,0.0,10237,1,RL,Inside
0,140.0,7950,4,RL,Corner
0,288.0,10400,1,RL,Inside
0,0.0,10628,6,RL,Inside
0,0.0,2280,5,RL,FR2
0,0.0,7018,0,RL,Inside
28,0.0,10762,1,RL,Corner
49,0.0,7024,5,RL,Inside
0,0.0,7585,1,RL,Inside
0,0.0,9170,5,RL,Corner
0,0.0,7742,4,RL,Inside
56,0.0,8791,3,FV,Inside
80,0.0,19800,3,RL,Inside
148,132.0,13339,2,RL,Inside
36,0.0,8125,1,RL,Inside
0,0.0,11419,5,RL,Corner
45,0.0,7226,1,RL,CulDSac
0,0.0,11100,2,RL,Inside
96,172.0,12435,6,RL,Inside
0,0.0,6420,2,RL,Inside
0,0.0,16466,1,RL,Inside
0,0.0,6285,6,RL,Inside
88,0.0,9204,4,RL,Inside
75,530.0,12011,6,RL,CulDSac
30,165.0,14774,1,RL,Corner
46,188.0,11792,6,RL,Inside
0,0.0,8064,3,RL,Inside
46,0.0,7175,6,RL,Inside
0,153.0,10820,6,RL,Corner
63,135.0,5381,5,RL,Inside
0,0.0,5000,4,RM,Inside
33,0.0,8674,3,RM,Inside
0,119.0,13175,5,RL,Inside
0,480.0,11275,3,RL,Corner
0,0.0,9600,4,RL,Inside
26,0.0,9000,4,RM,Corner
120,0.0,9990,5,RL,Inside
0,0.0,6000,4,RM,Inside
0,244.0,10533,3,RL,Inside
165,372.0,11692,6,RL,Inside
0,310.0,12546,4,RL,Corner
44,260.0,21695,6,RL,Corner
116,0.0,8100,3,RM,Inside
45,66.0,16737,6,RL,FR3
66,473.0,9200,6,RL,Inside
60,156.0,9801,1,RL,Inside
119,98.0,14137,5,RL,Corner
144,0.0,14762,0,RL,Corner
55,470.0,15262,6,RL,Corner
159,281.0,9742,1,RL,Inside
0,650.0,8532,3,RL,Inside
0,0.0,10634,4,RL,Inside
81,0.0,14753,6,RL,Inside
0,0.0,18386,1,RM,Inside
0,126.0,12450,6,RL,Inside
0,0.0,5175,4,RL,Inside
0,323.0,8398,2,RL,Inside
24,20.0,3710,1,RL,Inside
0,0.0,7500,1,C (all),Inside
0,0.0,8010,6,RL,Inside
0,145.0,12800,6,RL,Inside
0,70.0,11070,1,RL,Inside
48,40.0,12224,6,RL,Corner
0,0.0,6953,5,RL,Inside
63,298.0,11824,1,FV,Corner
36,0.0,3907,6,RM,Inside
20,0.0,8918,1,RL,Inside
26,262.0,9591,6,RL,Inside
48,225.0,14115,6,RL,Inside
48,0.0,9675,6,RL,Inside
101,0.0,1974,6,RM,Inside
0,90.0,11475,5,RL,Corner
48,0.0,21533,1,RL,FR2
0,0.0,9350,2,RL,Inside
30,146.0,8198,6,RM,FR3
192,256.0,13250,1,RL,Inside
135,710.0,51974,6,RL,CulDSac
48,0.0,22136,6,RL,Inside
152,0.0,8944,1,RL,Inside
24,0.0,9839,5,RL,CulDSac
50,0.0,6292,1,RL,Inside
40,268.0,9680,4,RL,Inside
70,423.0,9452,6,RL,Inside
195,0.0,9144,1,RL,Inside
0,0.0,8425,6,RL,FR3
28,0.0,9084,1,RL,Inside
4,0.0,7420,6,RL,Corner
0,0.0,7677,4,RL,Inside
81,30.0,16770,1,RL,CulDSac
126,731.0,16545,6,RL,Inside
135,0.0,11414,1,RL,Corner
60,208.0,13501,6,RL,Corner
0,0.0,9434,1,RL,Inside
28,80.0,3675,6,RM,Inside
51,0.0,11029,5,RL,Corner
57,186.0,10084,6,RL,Inside
103,0.0,9543,1,RL,Inside
195,278.0,13005,6,RL,Corner
29,0.0,2280,5,RL,FR2
0,0.0,12712,5,RL,CulDSac
0,0.0,10000,4,RL,Corner
142,126.0,10574,6,RL,Inside
0,0.0,9802,1,RL,Inside
40,0.0,13132,1,RL,Inside
0,0.0,13728,3,RL,Corner
0,0.0,6600,1,RL,Inside
0,0.0,10320,1,RM,Inside
96,144.0,14006,1,RL,Inside
0,126.0,16635,5,RL,FR2
103,0.0,8398,4,RM,Inside
0,0.0,9100,3,RL,Inside
98,0.0,14171,6,RL,CulDSac
102,436.0,13891,6,RL,Inside
0,0.0,12968,5,RL,Inside
0,342.0,2280,6,FV,Inside
0,0.0,7000,2,RL,Corner
0,158.0,1680,4,RM,Inside
0,0.0,2217,4,RM,Inside
0,164.0,11500,1,RL,Corner
0,0.0,7200,3,RL,Inside
39,243.0,10721,1,RL,Inside
40,0.0,10732,1,RL,Corner
32,0.0,10791,6,RL,Inside
63,135.0,5122,6,RL,Inside
22,0.0,9928,6,RL,CulDSac
0,0.0,7791,5,RL,Inside
0,0.0,8154,4,RM,Inside
36,0.0,10839,1,RL,Corner
40,0.0,9045,1,RL,Inside
38,0.0,10852,6,RL,Inside
36,0.0,8400,1,RL,Inside
73,312.0,16381,3,RL,Inside
33,144.0,12304,6,RL,Corner
88,96.0,11584,6,RL,Inside
64,0.0,10672,1,RL,Inside
0,0.0,7230,1,RL,Inside
80,0.0,20781,4,RL,CulDSac
52,290.0,12633,6,RL,Inside
0,0.0,8712,1,C (all),Inside
0,0.0,12537,6,RL,CulDSac
26,0.0,9620,5,RL,Inside
81,0.0,3907,6,RM,Inside
27,0.0,9236,6,RL,Inside
0,0.0,11600,1,RL,Inside
45,121.0,10603,6,FV,Inside
0,0.0,13350,5,RL,Inside
0,98.0,9200,6,RL,Inside
21,0.0,15593,4,RL,Corner
0,664.0,13688,6,RL,Inside
0,0.0,6000,3,RM,Inside
70,38.0,8453,6,RL,Inside
66,426.0,12444,6,RL,FR2
276,0.0,11449,6,RL,Inside
0,0.0,12342,4,RL,Inside
0,0.0,7558,1,RL,Inside
189,0.0,10400,3,RL,Corner
60,0.0,7500,1,RL,Inside
